appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
691450,Misao - 2024 HD Remaster,sen,PLAYISM,,2199,100,0,"100,000 .. 200,000",474,0,643,0,799.0,999.0,20.0,3
691580,"Maggie's Movies - Camera, Action!","World-Loom, GameHouse",GameHouse,,20,15,0,"0 .. 20,000",0,0,0,0,1199.0,1599.0,25.0,0
691690,Ash of Gods: Redemption,AurumDust,"AurumDust, WhisperGames",,2479,882,0,"200,000 .. 500,000",511,0,293,0,2499.0,2499.0,0.0,5
691770,Eiyu*Senki – The World Conquest,Tenco,"JAST, Kagura Games (Chinese Localization)",,676,79,0,"20,000 .. 50,000",829,0,1095,0,2999.0,2999.0,0.0,3
691830,Avernum 3: Ruined World,Spiderweb Software,Spiderweb Software,,259,48,0,"100,000 .. 200,000",165,0,170,0,1999.0,1999.0,0.0,7
692170,Virtual Robots - Robot programming simulator,Cold-Dark Software™,Cold-Dark Software™,,0,6,0,"0 .. 20,000",0,0,0,0,999.0,999.0,0.0,0
692310,REPULSE: Galactic Rivals,IronEqual,IronEqual,,8,4,0,"0 .. 20,000",626,0,626,0,0.0,0.0,0.0,0
692590,DEFECTIVE,Evil Games,Evil Games,,19,32,0,"0 .. 20,000",0,0,0,0,299.0,299.0,0.0,0
692660,Invictus: In the Shadow of Olympus,Quicksilver Software,Interplay,,4,2,0,"200,000 .. 500,000",0,0,0,0,999.0,999.0,0.0,0
692840,Underworld Ascendant,OtherSide Entertainment,505 Games,,373,704,0,"20,000 .. 50,000",314,0,614,0,2999.0,2999.0,0.0,0
692850,Bloodstained: Ritual of the Night,ArtPlay,505 Games,,36999,2486,0,"1,000,000 .. 2,000,000",1026,0,618,0,999.0,3999.0,75.0,158
692890,Roboquest,RyseUp Studios,"RyseUp Studios, Starbreeze Entertainment",,20701,988,0,"500,000 .. 1,000,000",1077,416,710,440,1249.0,2499.0,50.0,429
692950,The Dew,ZZICON,PsychoFlux Entertainment,,33,3,0,"0 .. 20,000",0,0,0,0,199.0,199.0,0.0,0
693210,Grimtale Island,Michael Schade,Michael Schade,,26,16,0,"0 .. 20,000",79,0,79,0,0.0,0.0,0.0,0
693250,Panda Run,Jam,Jam,,104,55,0,"0 .. 20,000",521,0,521,0,199.0,199.0,0.0,0
693250,Panda Run,Jam,Jam,,104,55,0,"0 .. 20,000",521,0,521,0,199.0,199.0,0.0,0
693330,Fake World VR,The Fake World VR Band,The Fake World VR Band,,10,2,0,"0 .. 20,000",3039,0,3039,0,0.0,0.0,0.0,0
693500,Castle Demolition VR,Tall James Games,Tall James Games,,0,1,0,"0 .. 20,000",0,0,0,0,99.0,99.0,0.0,0
693580,Goblins of Elderstone,"Outerdawn, Lost Goblin",Outerdawn,,267,93,0,"20,000 .. 50,000",693,0,693,0,2499.0,2499.0,0.0,3
693750,Galactic Crew,Benjamin Rommel Games,Benjamin Rommel Games,,77,70,0,"20,000 .. 50,000",293,0,373,0,0.0,0.0,0.0,0
694130,My Free Zoo,upjers,upjers,,415,247,0,"200,000 .. 500,000",2552,0,1836,0,0.0,0.0,0.0,56
694280,Zombie Army 4: Dead War,Rebellion,Rebellion,,7974,1299,0,"500,000 .. 1,000,000",856,45,388,65,4999.0,4999.0,0.0,431
694500,Army Men RTS,Pandemic Studios,2K,,1080,137,0,"100,000 .. 200,000",496,0,481,0,599.0,599.0,0.0,27
694660,End of Days,Life Art Studios,Life Art Studios,,6,1,0,"0 .. 20,000",0,0,0,0,999.0,999.0,0.0,0
694720,Not My Car – Battle Royale,NMC Studios,NMC Studios,,616,720,0,"100,000 .. 200,000",0,0,0,0,0.0,0.0,0.0,0
694770,Vestaria Saga I: War of the Scions,Vestaria Project,"DANGEN Entertainment, Gamirror Games",,831,141,0,"50,000 .. 100,000",1156,0,694,0,1999.0,1999.0,0.0,2
695100,Smoke and Sacrifice,Solar Sail Games Ltd,Curve Games,,366,120,0,"50,000 .. 100,000",56,0,56,0,299.0,1999.0,85.0,1
695290,The Golf Club 2019 featuring PGA TOUR,HB Studios Multimedia Ltd.,2K,,1844,595,0,"100,000 .. 200,000",1648,0,760,0,0.0,0.0,0.0,25
695630,Chinese Paladin：Sword and Fairy,SOFTSTAR TECHNOLOGY(BEIJING),"SOFTSTAR TECHNOLOGY(BEIJING), SOFTSTAR ENTERTAINMENT",,1188,1220,0,"500,000 .. 1,000,000",232,0,283,0,499.0,499.0,0.0,21
695660,Saloon Showdown VR,Matthew Peacock,Matthew Peacock,,27,4,0,"0 .. 20,000",0,0,0,0,99.0,99.0,0.0,0
696140,No Heroes Here,Mad Mimic,Mad Mimic,,426,44,0,"0 .. 20,000",200,0,268,0,1499.0,1499.0,0.0,1
696160,Necromancer Accountant,Artyom Laletin,Artyom Design,,57,21,0,"0 .. 20,000",0,0,0,0,0.0,0.0,0.0,0
696170,SENRAN KAGURA Peach Beach Splash,Tamsoft,"XSEED Games, Marvelous USA, Inc., Marvelous",,3350,790,0,"200,000 .. 500,000",551,0,212,0,2999.0,2999.0,0.0,3
696220,Folklore Hunter,Liquid Donkey Games,Liquid Donkey Games,,891,311,0,"50,000 .. 100,000",154,0,190,0,1199.0,1199.0,0.0,2
696250,Lost Shipwreck,Blueplant Entertainment,Blueplant Entertainment,,19,17,0,"0 .. 20,000",0,0,0,0,99.0,99.0,0.0,0
696370,BROKE PROTOCOL,Cylinder Studios,Cylinder Studios,,2374,793,0,"200,000 .. 500,000",417,35,424,35,0.0,0.0,0.0,13
696470,"House Dating VR: Cute Korean Girl, Sehyun",Studio Thug Life,Studio Thug Life,,2,5,0,"0 .. 20,000",0,0,0,0,1499.0,1499.0,0.0,0
696500,Soldiers Of Freedom,Bubel Studio,Bubel Studio,,2,13,0,"0 .. 20,000",0,0,0,0,399.0,399.0,0.0,0
696590,XXZ: XXL,L. Stotch,L. Stotch,,160,41,0,"0 .. 20,000",326,0,326,0,599.0,599.0,0.0,1
696590,XXZ: XXL,L. Stotch,L. Stotch,,160,41,0,"0 .. 20,000",326,0,326,0,599.0,599.0,0.0,1
696650,BLACK DAY,Helios Production,Helios Production,,195,117,0,"0 .. 20,000",130,0,130,0,0.0,0.0,0.0,0
696940,DreamWorks Voltron VR Chronicles,Digital Domain,Digital Domain ,,46,18,0,"0 .. 20,000",54,0,54,0,999.0,999.0,0.0,0
697370,Linx Battle Arena,Blueshift Media,Blueshift Media,,27,11,0,"0 .. 20,000",1014,0,1014,0,0.0,0.0,0.0,0
697550,It Lurks Below,Graybeard Games,Skystone Games,,1041,198,0,"50,000 .. 100,000",141,0,110,0,1999.0,1999.0,0.0,3
697550,It Lurks Below,Graybeard Games,Skystone Games,,1041,198,0,"50,000 .. 100,000",141,0,110,0,1999.0,1999.0,0.0,3
697610,Idle Bouncer,Upturn Games,Upturn Games,,355,78,0,"100,000 .. 200,000",4166,0,2812,0,0.0,0.0,0.0,21
697650,The 25th Ward: The Silver Case,"GRASSHOPPER MANUFACTURE INC., Active Gaming Media Inc.","NIS America, Inc.",,373,34,0,"20,000 .. 50,000",442,0,482,0,1999.0,1999.0,0.0,3
697970,Pyramaze: The Game,Impawsible Games,Impawsible Games,,25,7,0,"20,000 .. 50,000",0,0,0,0,0.0,0.0,0.0,0
698370,True or False Universe,Vladimir Maslov,Vladimir Maslov,,164,43,0,"20,000 .. 50,000",44,0,73,0,499.0,499.0,0.0,0
698540,Dungeon Warfare 2,Valsar,Valsar,,966,101,0,"100,000 .. 200,000",548,0,656,0,1499.0,1499.0,0.0,17
698540,Dungeon Warfare 2,Valsar,Valsar,,966,101,0,"100,000 .. 200,000",548,0,656,0,1499.0,1499.0,0.0,17
698640,Deep Sky Derelicts,Snowhound Games,Fulqrum Publishing,,2027,688,0,"100,000 .. 200,000",364,0,149,0,1999.0,1999.0,0.0,14
698670,Scorn,Ebb Software,Kepler Interactive,,11887,3613,0,"1,000,000 .. 2,000,000",202,0,171,0,3999.0,3999.0,0.0,20
698700,Rise of the Third Power,Stegosoft Games,DANGEN Entertainment,,468,60,0,"0 .. 20,000",1676,0,1891,0,1999.0,1999.0,0.0,7
698780,Doki Doki Literature Club!,Team Salvato,Team Salvato,,203247,7470,0,"5,000,000 .. 10,000,000",596,166,179,166,0.0,0.0,0.0,427
698790,PAPER FIRE ROOKIE (Formerly Paperville Panic),Ultimerse,Ultimerse,,43,16,0,"0 .. 20,000",1,0,1,0,999.0,999.0,0.0,0
698870,Metaverse Keeper / 元能失控,Sparks Games,Sparks Games,,619,176,0,"100,000 .. 200,000",1133,0,631,0,1499.0,1499.0,0.0,1
698980,sWORD MASTER,Studio 1983,Studio 1983,,13,8,0,"0 .. 20,000",0,0,0,0,99.0,99.0,0.0,0
699040,Millidor,Smart Online Games,Smart Online Games,,98,61,0,"20,000 .. 50,000",0,0,0,0,0.0,0.0,0.0,0
699130,World War Z,Saber Interactive Inc,Saber Interactive Inc,,21657,4401,0,"1,000,000 .. 2,000,000",1371,376,584,615,2999.0,2999.0,0.0,1663
699170,Fell Seal: Arbiter's Mark,6 Eyes Studio,Fulqrum Publishing,,5281,706,0,"500,000 .. 1,000,000",1084,322,325,322,2999.0,2999.0,0.0,47
699330,The Iron Oath,Curious Panda Games,Humble Games,,656,173,0,"100,000 .. 200,000",412,0,661,0,1499.0,2499.0,40.0,20
699600,PEG,Arzola's,Arzola's,,207,18,0,"0 .. 20,000",79,0,108,0,99.0,99.0,0.0,0
699780,Endless Fables 2: Frozen Path,Sunward Games,Artifex Mundi,,218,24,0,"20,000 .. 50,000",115,0,115,0,1499.0,1499.0,0.0,0
699920,Despotism 3k,Konfa Games,Konfa Games,,2862,817,0,"200,000 .. 500,000",706,0,42,0,799.0,799.0,0.0,12
700030,Life is Feudal: MMO,LTG,LTG,,2965,4326,0,"200,000 .. 500,000",1636,0,253,0,0.0,0.0,0.0,9
700170,Deserving Life,"Lukas Paul, Gabriel Mittermair",Deserving Life,,118,26,0,"20,000 .. 50,000",38,0,30,0,0.0,0.0,0.0,0
700200,20 Minute Metropolis - The Action City Builder,"Dejobaan Games, LLC","Dejobaan Games, LLC, Humble Bundle",,32,15,0,"0 .. 20,000",73,0,73,0,299.0,299.0,0.0,0
700330,SCP: Secret Laboratory,Northwood Studios,Northwood Studios,,195923,18386,0,"5,000,000 .. 10,000,000",1579,231,104,154,0.0,0.0,0.0,4696
700580,Rust - Staging Branch,,,,0,0,0,"0 .. 20,000",0,0,0,0,,,,5
700600,Evil Genius 2: World Domination,Rebellion,Rebellion,,8703,3938,0,"500,000 .. 1,000,000",1521,1004,531,1137,3999.0,3999.0,0.0,151
701160,Kingdom Two Crowns,Stumpy,Raw Fury,,6244,819,0,"2,000,000 .. 5,000,000",1272,733,619,987,1999.0,1999.0,0.0,1305
701290,Legendary Mahjong,IP Izmailov Vladimir Yurievich,HH-Games,,40,12,0,"0 .. 20,000",550,0,550,0,499.0,499.0,0.0,1
701460,Billiards,baKno Games,baKno Games,,17,15,0,"0 .. 20,000",0,0,0,0,2499.0,2499.0,0.0,0
701470,TTV2,Walter Machado,Walter Machado,,161,17,0,"20,000 .. 50,000",168,255,184,255,27.0,99.0,73.0,16
701930,Short Stories Collection of Class Tangerine,橘子班,NVLMaker,,914,39,0,"20,000 .. 50,000",122,0,108,0,319.0,799.0,60.0,0
702050,The Song of Saya,Nitroplus,"JAST, Kagura Games (Chinese Localization)",,6487,649,0,"200,000 .. 500,000",242,0,236,0,1499.0,1499.0,0.0,21
702110,THE LAST BLADE 2,"SNK CORPORATION, Code Mystics",SNK CORPORATION,,320,29,0,"20,000 .. 50,000",138,0,198,0,999.0,999.0,0.0,0
702120,THE KING OF FIGHTERS '97 GLOBAL MATCH,"SNK CORPORATION, Code Mystics",SNK CORPORATION,,1153,286,0,"50,000 .. 100,000",355,177,153,177,999.0,999.0,0.0,27
702320,March of Empires,Gameloft,Gameloft,,1082,600,0,"200,000 .. 500,000",2745,0,147,0,0.0,0.0,0.0,846
702670,Donut County,Ben Esposito,Annapurna Interactive,,9683,862,0,"200,000 .. 500,000",203,48,152,48,1299.0,1299.0,0.0,40
702700,Super Bomberman R,KONAMI,KONAMI,,353,276,0,"20,000 .. 50,000",189,0,106,0,3999.0,3999.0,0.0,0
702890,BlazBlue: Cross Tag Battle,Arc System Works,Arc System Works,,3565,888,0,"200,000 .. 500,000",869,31,387,31,1999.0,1999.0,0.0,71
702930,Packet Queen #,Studio F#,Studio F#,,1,0,0,"0 .. 20,000",0,0,0,0,499.0,499.0,0.0,0
703050,iHUGU: I Hug You,Kool2Play,Kool2Play,,11,2,0,"0 .. 20,000",17,0,17,0,399.0,399.0,0.0,0
703080,Planet Zoo,Frontier Developments,Frontier Developments,,80029,7820,0,"2,000,000 .. 5,000,000",1995,372,430,341,4499.0,4499.0,0.0,2497
703180,Ben 10,Torus Games,Outright Games Ltd.,,343,108,0,"20,000 .. 50,000",743,0,743,0,2499.0,2499.0,0.0,4
703310,Hidden & Dangerous: Action Pack,Illusion Softworks,2K,,128,38,0,"20,000 .. 50,000",5,0,5,0,599.0,599.0,0.0,1
703320,Hidden & Dangerous 2: Courage Under Fire,Illusion Softworks,2K,,836,41,0,"50,000 .. 100,000",1997,0,3445,0,999.0,999.0,0.0,7
703360,Stickman Annihilation 2,Hype ProductionZ,Hype ProductionZ,,5,6,0,"0 .. 20,000",0,0,0,0,199.0,199.0,0.0,0
703500,ReThink | Evolved,Yaeko,Yaeko,,67,9,0,"0 .. 20,000",0,0,0,0,999.0,999.0,0.0,0
703510,Wooden Battles,SP Digital Arts Inc.,SP Digital Arts Inc.,,402,109,0,"0 .. 20,000",432,0,543,0,249.0,999.0,75.0,0
703540,Algorithm,Valut,Valut,,14,10,0,"0 .. 20,000",0,0,0,0,99.0,99.0,0.0,0
703700,Our End of the World,"橘子班, 大好网",NVLMaker,,3731,959,0,"100,000 .. 200,000",314,44,252,44,599.0,999.0,40.0,6
703860,GRID,Codemasters,"Codemasters, Electronic Arts",,4538,2009,0,"200,000 .. 500,000",538,0,223,0,0.0,0.0,0.0,23
703920,Bang Bang Fruit 2,Snkl Studio,Snkl Studio,,42,74,0,"50,000 .. 100,000",0,0,0,0,49.0,99.0,51.0,0
703960,MORDER,Doc Rifou Productions,Doc Rifou Productions,,3,0,0,"0 .. 20,000",0,0,0,0,1799.0,1799.0,0.0,0
703980,Star Wars: Imperial Assault - Legends of the Alliance,Fantasy Flight Games,Fantasy Flight Games,,160,25,0,"100,000 .. 200,000",180,0,180,0,0.0,0.0,0.0,1
704000,GUNHEAD,Alientrap,Alientrap,,146,43,0,"20,000 .. 50,000",71,0,107,0,1999.0,1999.0,0.0,0
704040,Castle Clicker : Building Tycoon,Autotelic Games LLC,Autotelic Games LLC,,463,224,0,"100,000 .. 200,000",1869,0,252,0,0.0,0.0,0.0,10
704230,Pro Cycling Manager 2018,Cyanide Studio,Focus Entertainment,,317,100,0,"200,000 .. 500,000",8165,0,10858,0,1499.0,1499.0,0.0,10
704270,Generation Zero,Systemic Reaction™,Avalanche Studios,,29053,11451,0,"1,000,000 .. 2,000,000",1040,53,387,53,2499.0,2499.0,0.0,234
704300,Bartender VR Simulator,VR Factory,VR Factory,,101,69,0,"0 .. 20,000",38,0,41,0,1999.0,1999.0,0.0,0
704450,Neverwinter Nights: Enhanced Edition,Beamdog,Beamdog,,7717,850,0,"500,000 .. 1,000,000",920,0,204,0,599.0,1999.0,70.0,753
704480,Durak!,Funghisoft,Funghisoft,,50,18,0,"0 .. 20,000",5,0,5,0,199.0,199.0,0.0,0
704480,Durak!,Funghisoft,Funghisoft,,50,18,0,"0 .. 20,000",5,0,5,0,199.0,199.0,0.0,0
704510,Mercury Fallen,Nitrous Butterfly,indie.io,,233,54,0,"20,000 .. 50,000",124,0,138,0,2499.0,2499.0,0.0,4
704680,AMPLITUDE: A Visual Novel,Ceylon Entertainment,Ceylon Entertainment,,41,12,0,"0 .. 20,000",297,0,297,0,1099.0,1099.0,0.0,0
704760,Grimrush,Merge Heroes,Pohjoinen Pelinkehitys ry,,19,3,0,"0 .. 20,000",11230,11230,11230,11230,0.0,0.0,0.0,0
704850,Thief Simulator,Noble Muffins,PlayWay S.A.,,31601,4206,0,"1,000,000 .. 2,000,000",552,212,129,212,1999.0,1999.0,0.0,243
704880,Trident's Wake,Bacus Studios,Graffiti Games,,44,71,0,"100,000 .. 200,000",15,0,17,0,299.0,1499.0,80.0,0
704880,Trident's Wake,Bacus Studios,Graffiti Games,,44,71,0,"100,000 .. 200,000",15,0,17,0,299.0,1499.0,80.0,0
704920,Magic Rampage,Asantee Games,DK Game Dev LTDA,,1376,79,0,"50,000 .. 100,000",0,0,0,0,0.0,0.0,0.0,25
705120,Death Coming/死神来了,NEXT Studios,NEXT Studios,,2920,324,0,"200,000 .. 500,000",163,0,111,0,699.0,699.0,0.0,9
705210,Cube Racer,Simon Blasen,Simon Blasen,,1791,189,0,"500,000 .. 1,000,000",577,165,169,274,0.0,0.0,0.0,552
705230,InGame.exe,Blind Recluse,Blind Recluse,,2,5,0,"0 .. 20,000",0,0,0,0,199.0,199.0,0.0,0
705280,Hakoniwa Explorer Plus,suxamethonium,PLAYISM,,471,92,0,"50,000 .. 100,000",278,0,490,0,399.0,999.0,60.0,1
705300,Suicide Adventures,Idea Cabin,Idea Cabin,,38,30,0,"0 .. 20,000",45,0,45,0,299.0,299.0,0.0,0
705380,Galactic Shipwright,NanoidGames,NanoidGames,,20,3,0,"0 .. 20,000",0,0,0,0,299.0,299.0,0.0,0
705450,Wunderdoktor,Ghostbutter,Ghostbutter,,95,9,0,"0 .. 20,000",37,0,37,0,1099.0,1099.0,0.0,0
705710,Sense of The Devil,Racing Bros,ANPA.US,,62,93,0,"20,000 .. 50,000",11,0,13,0,99.0,99.0,0.0,0
705750,American Patriots: Boston Tea Party,Cult Software,Cult Software,,86,12,0,"20,000 .. 50,000",1,0,1,0,99.0,99.0,0.0,0
705830,万视VR,深圳市云宙多媒体,深圳市云宙多媒体,,11,6,0,"0 .. 20,000",0,0,0,0,0.0,0.0,0.0,0
706020,Fade to Silence,Black Forest Games,THQ Nordic,,802,481,0,"50,000 .. 100,000",298,0,466,0,2999.0,2999.0,0.0,2
706560,Jimmy and the Pulsating Mass,Kasey Ozymy,Kasey Ozymy,,504,33,0,"20,000 .. 50,000",3345,0,3345,0,1499.0,1499.0,0.0,2
706710,Close Your Eyes,Yai Gameworks,Yai Gameworks,,28,3,0,"0 .. 20,000",0,0,0,0,899.0,899.0,0.0,0
706950,Chupacabra,Racing Bros,ANPA.US,,2,8,0,"0 .. 20,000",0,0,0,0,99.0,99.0,0.0,0
706990,BLOCKPOST,Skullcap Studios,Skullcap Studios,,12342,4219,0,"1,000,000 .. 2,000,000",257,0,60,0,0.0,0.0,0.0,13
707010,Will To Live Online,AlphaSoft LLC,AlphaSoft LLC,,12263,5314,0,"1,000,000 .. 2,000,000",2447,0,93,0,0.0,0.0,0.0,542
707030,POSTAL 4: No Regerts,Running With Scissors,Running With Scissors,,8276,3543,0,"500,000 .. 1,000,000",432,14,229,14,999.0,3999.0,75.0,21
707040,Robosoul,WorldAxis,WorldAxis,,1,1,0,"0 .. 20,000",0,0,0,0,799.0,799.0,0.0,0
707140,Chess,baKno Games,baKno Games,,1,27,0,"0 .. 20,000",0,0,0,0,2499.0,2499.0,0.0,2
707300,Hatsune Miku VR,Crypton Future Media,KOMODO,,460,183,0,"50,000 .. 100,000",70,0,98,0,2499.0,2499.0,0.0,0
707590,Defense Clicker,Albatros Softworks,Albatros Softworks,,116,45,0,"20,000 .. 50,000",495,0,639,0,0.0,0.0,0.0,2
707960,I was here,Okinawa Sunrise,Okinawa Sunrise,,9,14,0,"0 .. 20,000",0,0,0,0,99.0,99.0,0.0,0
708120,Printer Forge 3D,PF3D,PF3D,,6,9,0,"0 .. 20,000",0,0,0,0,4999.0,4999.0,0.0,0
708160,Yokai Mask,CATE,CATE,,44,1,0,"0 .. 20,000",0,0,0,0,0.0,0.0,0.0,0
708340,Shark Simulator,Aerilon Studios,Aerilon Studios,,512,67,0,"50,000 .. 100,000",308,0,134,0,0.0,0.0,0.0,2
709340,Spirits of Mystery: The Dark Minotaur Collector's Edition,AMAX Interactive,Big Fish Games,,3,1,0,"0 .. 20,000",0,0,0,0,999.0,999.0,0.0,1
709350,Dark Realm: Princess of Ice Collector's Edition,Mad Head Games,Big Fish Games,,6,1,0,"0 .. 20,000",0,0,0,0,999.0,999.0,0.0,0
709470,Mirrors - Tomblight Edition,MONOCOOL,MONOCOOL,,6,3,0,"0 .. 20,000",0,0,0,0,99.0,99.0,0.0,0
709710,Jung's Labyrinth,Jan Jileček,Jan Jileček,,47,19,0,"0 .. 20,000",91,0,91,0,1499.0,1499.0,0.0,0
709920,Tametsi,Grip Top Games,Grip Top Games,,1230,38,0,"20,000 .. 50,000",6177,0,5640,0,299.0,299.0,0.0,66
709970,SwapQuest Demo,,,,0,0,0,"0 .. 20,000",743,0,743,0,,,,0
710170,The Broken Seal,XAREA,XAREA,,187,25,0,"0 .. 20,000",298,0,583,0,1899.0,1899.0,0.0,0
710190,谜题姐妹 Puzzle Sisters,冷笑黑妖,冷笑黑妖,,89,18,0,"20,000 .. 50,000",18,0,18,0,99.0,99.0,0.0,0
710220,DreadStar: The Quest for Revenge,Augmented Irreality,Augmented Irreality,,33,10,0,"20,000 .. 50,000",0,0,0,0,1499.0,1499.0,0.0,0
710230,Urban Strife,White Pond Games,MicroProse Software,,211,63,0,"0 .. 20,000",36,0,57,0,3499.0,3499.0,0.0,5
710310,Hopscotch,Dextrit,Dextrit,,3,0,0,"0 .. 20,000",0,0,0,0,299.0,299.0,0.0,0
710460,Rush on Rome,Z-Software GmbH,familyplay,,3,4,0,"20,000 .. 50,000",0,0,0,0,499.0,499.0,0.0,0
710700,Paperback: The Game,Mark Fassett,Fowers Games,,45,19,0,"20,000 .. 50,000",1147,3045,1247,3045,0.0,0.0,0.0,0
710700,Paperback: The Game,Mark Fassett,Fowers Games,,45,19,0,"20,000 .. 50,000",1147,3045,1247,3045,0.0,0.0,0.0,0
710880,Dark Rising,Clear Light Games,Clear Light Games,,5,11,0,"0 .. 20,000",378,0,743,0,799.0,799.0,0.0,0
710920,Darksiders Genesis,Airship Syndicate,THQ Nordic,,10185,2188,0,"1,000,000 .. 2,000,000",568,0,252,0,599.0,2999.0,80.0,29
711070,Kim Jong-Boom,azimuth team,azimuth team,,43,59,0,"20,000 .. 50,000",3,0,3,0,199.0,199.0,0.0,0
711190,Color Sudoku,baKno Games,baKno Games,,1,1,0,"0 .. 20,000",0,0,0,0,2499.0,2499.0,0.0,0
711460,Duel Survival,Tech Warrior-Dylan Dugan,Tech Warrior-Dylan Dugan,,0,2,0,"0 .. 20,000",0,0,0,0,199.0,199.0,0.0,0
711530,Butterfly Moment,David Mulder,David Mulder,,11,10,0,"20,000 .. 50,000",743,0,743,0,0.0,0.0,0.0,0
711540,Lonely Mountains: Downhill,Megagon Industries,Megagon Industries,,2520,247,0,"200,000 .. 500,000",299,50,179,50,1999.0,1999.0,0.0,14
711660,CHUCHEL,Amanita Design,Amanita Design,,3375,645,0,"50,000 .. 100,000",207,0,182,0,299.0,999.0,70.0,16
711750,Monster Energy Supercross - The Official Videogame,Milestone S.r.l.,Milestone S.r.l.,,823,161,0,"50,000 .. 100,000",478,0,552,0,1999.0,1999.0,0.0,3
711810,Never Split the Party,Legend Studio,Legend Studio,,3326,1029,0,"500,000 .. 1,000,000",199,0,53,0,0.0,0.0,0.0,12
711980,Starship EVO,Moonfire Entertainment,Moonfire Entertainment,,919,160,0,"50,000 .. 100,000",1636,0,2388,0,1999.0,1999.0,0.0,6
712100,A Total War Saga: THRONES OF BRITANNIA,"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",,9929,4218,0,"500,000 .. 1,000,000",1861,0,883,0,3999.0,3999.0,0.0,232
712190,Genesis Alpha One Deluxe Edition,Radiation Blue,Team17 Digital Ltd,,1640,752,0,"200,000 .. 500,000",903,0,385,0,399.0,1999.0,80.0,9
712210,RUNRUNRUN,Zoglu,Flying Interactive,,10,1,0,"0 .. 20,000",0,0,0,0,499.0,499.0,0.0,0
712260,Feast Your Eyes,Yai Gameworks,Yai Gameworks,,22,2,0,"0 .. 20,000",0,0,0,0,399.0,399.0,0.0,0
712660,YBit,"Facundo Balboa, Iván Piccione, Martín Díaz",Facundo Balboa,,9,4,0,"0 .. 20,000",0,0,0,0,199.0,199.0,0.0,0
712730,SIMULACRA,Kaigan Games OÜ,"Kaigan Games OÜ, Neon Doctrine",,3972,418,0,"200,000 .. 500,000",257,0,235,0,499.0,499.0,0.0,5
712760,Duped,Reuben Moorhouse,Noble Steed Games,,6,0,0,"0 .. 20,000",0,0,0,0,399.0,399.0,0.0,0
712760,Duped,Reuben Moorhouse,Noble Steed Games,,6,0,0,"0 .. 20,000",0,0,0,0,399.0,399.0,0.0,0
712810,Fallen Times,DaFu Studio,DaFu Studio,,63,44,0,"20,000 .. 50,000",0,0,0,0,199.0,199.0,0.0,0
713180,Eredia: The Diary of Heroes,Potatobrain Games,Potatobrain Games,,50,9,0,"0 .. 20,000",0,0,0,0,799.0,799.0,0.0,1
713440,CYCOM: Cybernet Combat,Virtual World Arcade,Virtual World Arcade,,13,3,0,"0 .. 20,000",0,0,0,0,0.0,0.0,0.0,0
713530,ARMORED KITTEN,Ducat,Ducat,,427,97,0,"0 .. 20,000",388,0,476,0,499.0,499.0,0.0,1
714020,Idle Adventure,"zha7, Phaedruns, Yingke Wu",zha7,,283,153,0,"100,000 .. 200,000",3732,0,3223,0,0.0,0.0,0.0,1
714120,Little Misfortune,Killmonday Games AB,Killmonday Games AB,,11125,962,0,"500,000 .. 1,000,000",238,97,206,97,1999.0,1999.0,0.0,16
714250,Eternity: The Last Unicorn,Void Studios,Fulqrum Publishing,,76,141,0,"50,000 .. 100,000",263,0,263,0,1999.0,1999.0,0.0,0
714590,BACK OF SPACE,3RD BOOK,DORE,,117,18,0,"0 .. 20,000",113,0,113,0,999.0,999.0,0.0,0
715010,Diamo XL,Adamvision Studios,Adamvision Studios,,502,34,0,"20,000 .. 50,000",182,0,143,0,99.0,99.0,0.0,0
715310,Urban Rivals,Acute Games,Acute Games,,426,217,0,"200,000 .. 500,000",431,0,49,0,0.0,0.0,0.0,16
715370,Fidget Spinner Editor,Boogygames Studios,Boogygames Studios,,87,12,0,"0 .. 20,000",2,0,2,0,199.0,199.0,0.0,0
715370,Fidget Spinner Editor,Boogygames Studios,Boogygames Studios,,87,12,0,"0 .. 20,000",2,0,2,0,199.0,199.0,0.0,0
715400,Frozen Flame,Dreamside Interactive,"Ravenage Games, 2P Games",,1889,996,0,"200,000 .. 500,000",674,0,411,0,1499.0,1999.0,25.0,0
715560,Eastshade,Eastshade Studios,Eastshade Studios,,4608,549,0,"100,000 .. 200,000",319,0,331,0,999.0,2499.0,60.0,3
715670,DashPanel,PyrofrogStudos,PyrofrogStudos,,535,107,0,"100,000 .. 200,000",1166,0,1544,0,0.0,0.0,0.0,42
715690,Putrefaction 2: Rumble in the hometown,Kazakov Oleg,Kazakov Oleg,,83,28,0,"20,000 .. 50,000",12,5,18,5,99.0,99.0,0.0,0
716350,Reign of Guilds,Atlant Games ltd,Atlant Games ltd,,519,313,0,"500,000 .. 1,000,000",3581,0,6867,0,0.0,0.0,0.0,8
716490,EXAPUNKS,Zachtronics,Zachtronics,,1676,90,0,"200,000 .. 500,000",712,0,158,0,1999.0,1999.0,0.0,14
716500,Eliza,Zachtronics,Zachtronics,,1518,155,0,"100,000 .. 200,000",444,0,466,0,1499.0,1499.0,0.0,1
